From 	To 	Volume 	Capacity 	Cost 
1 	2 	4494.6576464564205 	6.0008162373543197 
1 	3 	8119.079948047809 	4.0086907502079407 
2 	1 	4519.079948047809 	6.0008341229953821 
2 	6 	5967.3363961713767 	6.5735982553868011 
3 	1 	8094.6576464564205 	4.0085866534998482 
3 	4 	14006.371019862527 	4.2694018322732905 
4 	3 	14030.560917400857 	4.2712677558757353 
4 	5 	18006.371019862527 	2.3153741062577953 
5 	4 	18030.560917400857 	2.3170722283501695 
5 	6 	8798.2677141063105 	9.9982252077098899 
6 	2 	5991.7586977627652 	6.5995176673701739 
6 	5 	8806.498666814754 	10.020702556347622 
