From 	To 	Volume 	Capacity 	Cost 
1 	2 	4494.6576464564205 	6.0008162373543197 
1 	3 	8119.079948047809 	4.0086907502079407 
2 	1 	4519.079948047809 	6.0008341229953821 
2 	6 	5967.3363961713767 	6.5735982553868011 
3 	1 	8094.6576464564205 	4.0085866534998482 
3 	4 	14006.371019862527 	4.2694018322732905 
4 	3 	14030.560917400857 	4.2712677558757353 
4 	5 	18006.371019862527 	2.3153741062577953 
5 	4 	18030.560917400857 	2.3170722283501695 
5 	6 	8798.2677141063105 	9.9982252077098899 
5 	9 	15780.782055471172 	9.651310705325999 
6 	2 	5991.7586977627652 	6.5995176673701739 
6 	5 	8806.498666814754 	10.020702556347622 
6 	8 	12492.925360562731 	14.690955002063726 
7 	8 	12101.529122313244 	5.5521603811029898 
8 	6 	12525.578614862563 	14.824159517828813 
8 	7 	12040.918272853545 	5.5014129625630854 
8 	9 	6882.6649126617776 	15.174707514675859 
9 	5 	15796.741000301059 	9.6701545595005562 
9 	8 	6836.7059752944042 	15.03786950444767 
9 	10 	21744.076080176768 	5.6825330516020252 
10 	9 	21814.076087639281 	5.717243386296829 
